rank,feature_id,token,active_mean_base,active_mean_chat,active_mean_diff,link,explanation,explanation_score
24,52098,newline,0.0,5.03125,5.03125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/52098,expressions of gratitude and acknowledgment in conversations,
23,39272,newline,0.0,5.03125,5.03125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/39272,numerical ages and age-related phrases,
20,126067,endheader,0.0,4.978125095367432,4.978125095367432,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/126067,temporal references in various contexts,
25,106665,newline,0.0,4.9375,4.9375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106665,references to notable historical events or figures,
21,106665,endheader,0.0,4.9375,4.9375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106665,references to notable historical events or figures,
10,106665,asst,0.0,4.9375,4.9375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/106665,references to notable historical events or figures,
11,83380,asst,4.239583492279053,9.125,4.885416507720947,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/83380,"technical and structured data references, particularly in coding, transport, finance, and demographics",
26,109220,newline,3.4296875,8.3125,4.8828125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/109220,"punctuation marks, particularly periods and commas",
27,69120,newline,0.0,4.875,4.875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/69120,phrases indicating significant actions or experiences,
23,69120,endheader,0.0,4.875,4.875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/69120,phrases indicating significant actions or experiences,
22,93155,endheader,0.0,4.875,4.875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/93155,references to specific dates and historical events,
24,9588,endheader,0.0,4.875,4.875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/9588,terms related to operational and technical processes in datasets,
13,69120,asst,0.0,4.875,4.875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/69120,phrases indicating significant actions or experiences,
12,9588,asst,0.0,4.875,4.875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/9588,terms related to operational and technical processes in datasets,
25,101764,endheader,0.0,4.864583492279053,4.864583492279053,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/101764,programming-related syntax elements indicating error handling or control flow,
14,23056,asst,0.0,4.84375,4.84375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/23056,references to specific individuals and their roles within professional contexts,
28,23056,newline,0.0,4.84375,4.84375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/23056,references to specific individuals and their roles within professional contexts,
26,28092,endheader,0.0,4.8125,4.8125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/28092,specific references to participants and events in a competitive or organizational context,
29,22281,newline,0.0,4.79296875,4.79296875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/22281,references to artistic expressions and poetry,
30,128183,newline,0.0,4.78125,4.78125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/128183,emotional expressions related to past experiences and reflections,
31,116915,newline,0.0,4.78125,4.78125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/116915,references to the benefits and advantages of renewable energy,
27,91804,endheader,0.0,4.75,4.75,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/91804,terms related to motorsports and racing events,
28,31363,endheader,0.0,4.75,4.75,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/31363,statements regarding strategic partnerships and international relations,
32,42588,newline,0.0,4.69921875,4.69921875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/42588,expressions of well-being and feelings in conversations,
15,79572,asst,0.0,4.65625,4.65625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/79572,elements related to car specifications and performance,
33,103765,newline,0.0,4.65625,4.65625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/103765,information regarding updates and changes in a product or design,
34,86730,newline,0.0,4.6484375,4.6484375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/86730,references to communication through letters and correspondence,
35,123354,newline,0.0,4.64453125,4.64453125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/123354,mathematical equations and matrix-related concepts,
16,31178,asst,0.0,4.61643123626709,4.61643123626709,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/31178,narratives related to personal relationships and their complexities,
36,48783,newline,0.0,4.59375,4.59375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/48783,phrases that discuss average human lifespan and productivity metrics,
37,24981,newline,0.0,4.59375,4.59375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24981,mathematical properties and patterns in graphs,
29,24981,endheader,0.0,4.59375,4.59375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24981,mathematical properties and patterns in graphs,
17,24981,asst,0.0,4.59375,4.59375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24981,mathematical properties and patterns in graphs,
38,41257,newline,0.0,4.53125,4.53125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41257,terms related to relationships and partnerships,
30,74684,endheader,0.0,4.524062633514404,4.524062633514404,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74684,sequences of numbers and punctuation related to structured data entries,
18,37741,asst,0.0,4.5,4.5,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/37741,"references to specific institutions, organizations, or their records",
39,37741,newline,0.0,4.5,4.5,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/37741,"references to specific institutions, organizations, or their records",
31,37741,endheader,0.0,4.5,4.5,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/37741,"references to specific institutions, organizations, or their records",
40,2561,newline,0.0,4.494791507720947,4.494791507720947,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/2561,questions and estimates related to death tolls and interventions,
41,84261,newline,0.0,4.459374904632568,4.459374904632568,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/84261,references to songs and music-related content,
42,126618,newline,0.0,4.4375,4.4375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/126618,specific nouns and terms related to technology and cultural references,
32,126618,endheader,0.0,4.4375,4.4375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/126618,specific nouns and terms related to technology and cultural references,
19,126618,asst,0.0,4.4375,4.4375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/126618,specific nouns and terms related to technology and cultural references,
43,92049,newline,0.0,4.432291507720947,4.432291507720947,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/92049,coding syntax and structure elements,
33,104653,endheader,0.0,4.40625,4.40625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/104653,expressions related to personal identity and transformation,
44,39814,newline,0.0,4.40625,4.40625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/39814,phrases related to job evaluations and interviews,
34,67719,endheader,0.0,4.40625,4.40625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/67719,references to the R programming language and its related components,
45,37570,newline,0.0,4.385937690734863,4.385937690734863,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/37570,references to age and age-related conditions or requirements,
46,41593,newline,0.0,4.375,4.375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41593,affirmations and self-talk,
47,130135,newline,2.078125,6.4375,4.359375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/130135,references to software features or client libraries in technical documentation,
49,53788,newline,0.0,4.3125,4.3125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/53788,concepts related to sibling relationships and family dynamics,
20,53788,asst,0.0,4.3125,4.3125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/53788,concepts related to sibling relationships and family dynamics,
48,103942,newline,0.0,4.3125,4.3125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/103942,"references to media, particularly movies and comics",
35,53788,endheader,0.0,4.3125,4.3125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/53788,concepts related to sibling relationships and family dynamics,
50,54712,newline,0.0,4.296875,4.296875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/54712,"mentions of social media platforms, particularly Instagram",
51,125971,newline,2.5885417461395264,6.880859375,4.292317390441895,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/125971,references to jokes and humor,
21,130584,asst,0.0,4.28125,4.28125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/130584,technical terms and concepts related to data representation and analysis,
22,98275,asst,0.0,4.28125,4.28125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98275,significant emotional moments or experiences,
52,130584,newline,0.0,4.28125,4.28125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/130584,technical terms and concepts related to data representation and analysis,
53,98275,newline,0.0,4.28125,4.28125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98275,significant emotional moments or experiences,
36,130584,endheader,0.0,4.28125,4.28125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/130584,technical terms and concepts related to data representation and analysis,
37,98275,endheader,0.0,4.28125,4.28125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/98275,significant emotional moments or experiences,
54,8064,newline,0.0,4.264404296875,4.264404296875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/8064,phrases and indicators related to articles and publication details,
55,12142,newline,0.0,4.2578125,4.2578125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/12142,inquiries about health conditions and self-treatment options,
56,41700,newline,0.0,4.255208492279053,4.255208492279053,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/41700,questions and theories that express uncertainty or seek explanations,
57,16773,newline,0.0,4.253378391265869,4.253378391265869,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16773,conjunctions and phrases indicating connections or relationships between elements,
58,83499,newline,0.0,4.25,4.25,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/83499,information about financial transparency and the sharing of data in negotiations,
38,95330,endheader,3.5,7.71875,4.21875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/95330,terms related to business and commerce,
59,19040,newline,0.0,4.21875,4.21875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/19040,expressions of emotional turmoil and relational conflict,
60,17053,newline,0.0,4.1875,4.1875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/17053,phrases related to conflict and contentious interactions,
61,99415,newline,0.0,4.1875,4.1875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/99415,"expressions of feelings and reactions, particularly in casual or conversational contexts",
62,74684,newline,0.0,4.170599460601807,4.170599460601807,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/74684,sequences of numbers and punctuation related to structured data entries,
66,71951,newline,0.0,4.15625,4.15625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/71951,references to unit testing in programming,
65,11205,newline,0.0,4.15625,4.15625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/11205,programming-related terms and structures,
39,29667,endheader,0.0,4.15625,4.15625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/29667,references to cultural and institutional recognition events such as awards and festivals,
64,29667,newline,0.0,4.15625,4.15625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/29667,references to cultural and institutional recognition events such as awards and festivals,
63,43916,newline,0.0,4.15625,4.15625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/43916,expressions of frustration and confrontation,
23,29667,asst,0.0,4.15625,4.15625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/29667,references to cultural and institutional recognition events such as awards and festivals,
40,61508,endheader,0.0,4.140625,4.140625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/61508,mathematical expressions or symbols,
41,49527,endheader,0.0,4.132246494293213,4.132246494293213,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49527,negative sentiments or advice regarding financial decisions,
67,26333,newline,0.0,4.125,4.125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/26333,references to locations or places,
68,76459,newline,0.0,4.125,4.125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/76459,references to scientific studies or publications,
24,26333,asst,0.0,4.125,4.125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/26333,references to locations or places,
42,26333,endheader,0.0,4.125,4.125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/26333,references to locations or places,
69,24205,newline,0.0,4.09375,4.09375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24205,concepts related to personal experiences in gaming,
25,24205,asst,0.0,4.09375,4.09375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24205,concepts related to personal experiences in gaming,
44,27498,endheader,0.0,4.09375,4.09375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/27498,specific programming languages and development frameworks,
43,24205,endheader,0.0,4.09375,4.09375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/24205,concepts related to personal experiences in gaming,
45,54240,endheader,0.0,4.0931782722473145,4.0931782722473145,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/54240,punctuation and formatting markers typical in textual communication,
46,31432,endheader,0.0,4.092077732086182,4.092077732086182,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/31432,conditional statements and assumptions,
70,102138,newline,0.0,4.051682472229004,4.051682472229004,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/102138,dialogue and conversational cues,
72,121011,newline,0.0,4.03125,4.03125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/121011,references to workplace issues and employee sentiments,
71,105829,newline,0.0,4.03125,4.03125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/105829,expressions of doubt or questions regarding opinions and judgments,
73,16023,newline,0.0,4.005208492279053,4.005208492279053,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16023,instances of wordplay or language manipulation,
74,42353,newline,0.0,4.0,4.0,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/42353,"phrases and terms linked to programming, error handling, and system operations",
47,122795,endheader,0.0,3.9921875,3.9921875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/122795,phrases of encouragement and positive reinforcement,
75,100977,newline,0.0,3.984375,3.984375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/100977,elements and components related to web development and coding,
76,112463,newline,0.0,3.984375,3.984375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/112463,instances of significant personal experiences and reflections,
48,17188,endheader,0.0,3.96875,3.96875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/17188,emotional expressions of support and comfort,
77,120512,newline,0.0,3.9375,3.9375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/120512,keywords and phrases related to audition preparation and performance challenges,
49,32566,endheader,0.0,3.9375,3.9375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/32566,references to a person's professional background and achievements,
78,73037,newline,0.0,3.9375,3.9375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/73037,concepts related to family dynamics and sibling relationships,
79,16079,newline,0.0,3.9228515625,3.9228515625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/16079,expressions of emotional conflict in human relationships,
80,63202,newline,0.0,3.90625,3.90625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/63202,arguments against limiting choices in education,
81,101395,newline,0.0,3.90625,3.90625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/101395,indicators of problem-solving or puzzle-related contexts,
50,52794,endheader,0.0,3.895289182662964,3.895289182662964,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/52794,phrases and structures related to academic or formal titles and classifications,
26,116911,asst,0.0,3.890625,3.890625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/116911,references to various forms of funding or grant opportunities,
82,116911,newline,0.0,3.890625,3.890625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/116911,references to various forms of funding or grant opportunities,
51,116911,endheader,0.0,3.890625,3.890625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/116911,references to various forms of funding or grant opportunities,
83,55805,newline,0.0,3.890625,3.890625,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/55805,"references to projects and concepts related to design, education, and technology",
27,49527,asst,0.0,3.886295080184937,3.886295080184937,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/49527,negative sentiments or advice regarding financial decisions,
52,2229,endheader,0.0,3.875,3.875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/2229,occurrences of agreements and commitments in various contexts,
84,93111,newline,0.0,3.8671875,3.8671875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/93111,relationships and correlations between data or features,
85,62494,newline,0.0,3.86328125,3.86328125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/62494,expressions of sensuality and desire,
53,84261,endheader,0.0,3.859375,3.859375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/84261,references to songs and music-related content,
86,61794,newline,0.0,3.857921600341797,3.857921600341797,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/61794,"references to organization, company, or institutional identity",
87,10392,newline,0.0,3.8489582538604736,3.8489582538604736,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/10392,key concepts related to contracts and legal agreements,
54,102138,endheader,0.0,3.84375,3.84375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/102138,dialogue and conversational cues,
55,64607,endheader,0.0,3.84375,3.84375,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64607,dialogue and affirmations within conversations,
56,120847,endheader,0.0,3.828125,3.828125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/120847,"fragments related to programming concepts, particularly state management and template matching",
88,13136,newline,0.0,3.828125,3.828125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/13136,phrases related to collaboration and teamwork,
89,120847,newline,0.0,3.828125,3.828125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/120847,"fragments related to programming concepts, particularly state management and template matching",
28,120847,asst,0.0,3.828125,3.828125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/120847,"fragments related to programming concepts, particularly state management and template matching",
29,64416,asst,0.0,3.82421875,3.82421875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/64416,"characters or sequences in a non-Latin script text, possibly denoting specific terminology or proper nouns",
90,94179,newline,0.0,3.8203125,3.8203125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/94179,instances of communication and feedback in personal and professional contexts,
30,67037,asst,0.0,3.8125,3.8125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/67037,terms related to cultural and historical contexts,
57,67037,endheader,0.0,3.8125,3.8125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/67037,terms related to cultural and historical contexts,
91,67037,newline,0.0,3.8125,3.8125,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/67037,terms related to cultural and historical contexts,
92,26040,newline,0.0,3.796875,3.796875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/26040,expressions of disappointment or frustration,
31,15970,asst,0.0,3.796875,3.796875,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/15970,technical specifications and references related to communication technologies,
93,122795,newline,0.0,3.784374952316284,3.784374952316284,https://www.neuronpedia.org/llama3.1-8b/15-llamascope-res-131k/122795,phrases of encouragement and positive reinforcement,
