question_id,mse_distance,validator_distance,validator_best_prompt,podcaster_distance,podcaster_best_prompt,visionary_distance,visionary_best_prompt,fool_distance,fool_best_prompt,whale_distance,whale_best_prompt,leviathan_distance,leviathan_best_prompt
170,5.007628123579141,2.4381434021499544,0,0.4788318880413662,0,3.0742342567948455,1,2.414312966937395,4,2.9235860428031373,1,0.2115816565204085,4
0,5.117617451758897,4.237522886955688,3,1.0341300232099435,2,1.5675893785216335,1,2.539827229978087,0,0.7226463918547239,1,1.499800974370686,4
50,5.269836483164258,0.288189844931253,0,1.3603305132428183,2,3.7114575907696814,3,1.8921874063875492,4,1.8044246217906021,4,3.0123458570202217,3
1,5.406120278109031,0.6558949305993593,2,3.15247464541617,2,2.31950474092832,3,1.207816968888011,1,3.4225501826199576,0,1.875007544678624,4
237,5.431231860829912,3.5076143565593654,4,1.3653237725551737,3,0.20620726604144934,4,2.11814351478003,4,1.5115939959852511,0,3.4067512225377072,1
165,5.834101934926569,0.09317259629154506,2,2.2847614541618366,0,0.9609843116361088,4,3.231417527527121,4,3.929259035656969,1,1.723707898898141,3
234,5.9095519266551655,2.2036559011496095,0,0.47360046927115285,3,5.026864036136574,1,0.972580653948917,3,0.34397435866384285,3,2.0108011585207635,4
222,6.118386198374751,0.3528888739220335,1,0.23802528232182496,1,3.2600256030540535,4,4.874655355169217,0,1.20944050009048,1,0.8224065359535899,2
192,6.124659090224585,3.348415412935857,1,4.54915640417902,0,0.7202616476945831,2,0.5846716898416346,4,0.4974505812250385,2,1.932141264834172,2
36,6.38054569545787,0.0357294092326228,3,1.2363924777627062,1,0.6279606968931564,3,3.415919925144351,4,2.3365743551241565,1,4.385305911122998,3
19,6.4665521742770915,2.440519129418675,1,0.884094738411731,4,1.8602985396608318,4,2.2832914072466437,4,0.3379552012387421,1,4.824231741220757,3
11,6.564570408444246,0.7823355002241001,1,2.0725673602278505,2,3.3533025960415372,1,3.8933283391007407,0,2.106145780997821,0,1.908230658383303,3
112,6.835651149860933,0.8270420320301852,4,4.030766227695608,1,2.406494049566806,4,1.3197489273508936,4,3.4177073797293573,1,2.206616735817235,2
46,6.98461851783311,0.6539210935864546,2,4.666260864558949,0,1.6662815350725495,0,0.6263137973995825,2,0.04630131420940131,0,4.066349827008565,1
59,7.063469465740529,0.014382092491068477,3,0.4991443585385351,2,4.688090689870631,1,1.7564512624449122,4,4.0755874689689335,0,0.6765621096287475,4
40,7.090646427481841,0.4065721859354383,4,5.409039264012689,2,1.433062611308431,1,2.9215556763992083,4,1.2756089613636021,0,0.9510718281718198,0
203,7.467880740651473,5.016663601335232,2,2.9895885101148068,4,2.900393168249268,1,0.6652374637163732,1,1.3328626238179453,1,0.2671836589443899,0
41,7.726035852942644,2.8892178631410133,3,1.3119259864085926,0,5.598493229302065,0,1.7217753841430863,3,0.06614510214181735,1,1.4055153420112845,1
34,8.002820106586634,4.395588914374898,4,0.11617152168515865,0,4.378464152786295,0,0.8318121502367859,3,0.7465126125137544,0,2.8743837673030725,1
103,8.078190856244548,1.8542278054329273,2,1.9539801039558533,2,0.9086835662270651,4,2.948744465642008,0,5.555907852848975,2,0.9077633611448164,4
158,8.202145745545065,5.9920291726782295,2,0.5558934251131333,1,2.0147746875986954,4,2.7731746103518233,2,0.6011513551278114,2,0.9424680121357056,0
52,9.082237418450124,0.32099627007077913,3,1.3390504026389767,0,5.985139190918838,0,3.7093344418321053,4,1.7088528524239166,2,0.30999793099620376,0
113,9.117929901260004,0.8745735647885766,3,1.254858957771603,0,6.446548272200871,0,0.4328863972183967,3,3.00005276715558,1,1.2737101785739071,4
233,9.659427670299133,6.512240013539408,0,0.3836602318777498,2,0.7247612000383867,4,1.3675389763751795,4,2.9051753389551465,4,2.1364960695650836,3
199,10.323680202538027,0.121971823805751,4,0.6231598109773238,0,6.391688435092036,0,3.1409762590148276,4,3.2892926458361273,1,0.004113207103628724,0
71,10.8809184261078,1.223711508047998,2,5.427502454686508,1,3.1622159316823684,3,4.779858613330951,0,0.9907132649770887,2,0.708581026184163,1
166,11.023777345076283,1.5719698491068712,2,3.535831295537399,0,6.9156746439665575,3,1.4433271324668269,4,0.7232221706768058,2,0.8582963432169493,0
214,11.125574849786831,0.4725557957314308,3,2.4334075103187693,2,0.7746928824752928,4,1.685374561665327,0,7.177664733802331,1,2.376796268347306,1
102,11.22292517359549,5.01356089788041,1,1.2119846163266441,3,3.1017001452956627,0,0.06941222030222605,0,5.316132772935177,0,1.687074967947538,4
173,11.2818868370697,0.7302827149503699,4,5.063743193901098,3,2.6366183747655203,4,5.7505704938158715,2,1.2229761730508102,3,0.004986635773320813,4
116,11.3455473079634,0.833651514707519,2,0.23014284271907215,2,5.036934164797817,1,5.837999049258059,2,2.4621654251792506,0,1.3454166682325024,0
117,11.496134176777046,0.7505508966027179,2,0.38745502260429276,3,0.91486344546143,3,6.5703516999030285,0,2.123159049679117,0,4.4439910084557255,0
181,11.520473185877117,0.5462110324140639,4,3.5824797031394127,2,5.8094873741278175,4,2.8029313159670934,0,3.783358304361478,2,0.26450752081085227,0
13,11.807018444379354,0.552306682931416,1,4.344317760847309,0,7.057489426046246,4,0.15368428821086155,0,1.2880559174204222,4,0.41606163179611144,3
142,11.989693500539035,0.1459781441156096,2,3.9810568239047175,0,4.4403722183081324,1,2.8346405430594004,3,2.6860278670864233,2,4.593604227757638,4
144,12.04761483961495,7.222263661466307,2,0.537788322074146,2,3.522306002691227,1,0.7901014875224774,4,2.2495663976417006,0,1.3205799665355897,0
105,12.077336245463892,1.5002480107311982,2,2.6171257930518674,0,5.420498788758122,3,0.2496793047880601,4,5.783664326333536,1,0.6848401627768226,4
140,12.2494394441056,1.59876084561769,2,1.159691168243592,2,5.650847191931188,0,4.5949801934755925,4,4.067762391728529,2,0.05575820029950762,0
100,12.497241243812445,3.0152023619090187,2,3.6490838220029946,3,3.1246495206581635,4,3.3675266627280322,1,5.355209869846561,1,1.671599903796789,4
202,12.580213406372375,2.245423061719798,2,6.8637679428660885,1,0.336567594003613,0,4.766973793432797,4,0.6461428850052613,1,0.27060638973161133,1
83,13.25929271309373,2.9596808873920324,2,3.1762244961924964,2,3.4319103771250603,4,1.0637701327535964,0,6.808663084615048,1,1.200056057606659,0
45,13.373596425579962,1.200551481667624,3,0.6455952766870396,2,1.9903199135166698,4,1.5034941805386097,1,7.306675823675249,4,4.332906845378744,1
213,13.518277306741183,1.7410523243308162,2,0.45809871471424657,3,7.947516693054321,2,1.553421215053497,3,1.9802403548675755,0,2.893277603543268,0
226,13.717741650924275,1.647326172743469,2,1.440752252694578,2,6.836879135519119,3,1.0423766433541104,0,4.535789051771289,0,3.018965324415035,0
58,13.719389397219002,1.8092596495355977,0,4.4061151894389905,2,4.481144918783281,0,4.364924662521901,4,4.102882905631397,3,1.9136848254923962,3
67,13.901757988102394,1.1934101267737276,4,0.5053709670762423,1,2.2779680342019972,4,7.0842461613919525,2,4.342847284853036,2,2.737684387208759,0
128,14.031893063641148,2.6646281292778298,3,0.8828591391769365,2,1.424561721723956,1,2.435183647843232,2,1.9230531392543924,0,8.040773978962449,0
65,14.180516736109162,0.46011926717789464,3,4.004529181357652,1,6.657040803827609,1,4.802701584003771,3,0.7002971524959207,0,0.9811145915078896,4
122,14.263408416367403,1.0298018996157765,2,0.04911393259440011,1,2.7535364961699464,2,2.397795639391383,3,0.5871547798112573,1,8.416733836108747,4
16,14.728618011603112,1.9399235395467116,4,0.8269085814969426,2,4.150380742021142,4,1.405288753673318,0,4.288634891973302,4,6.806742312339026,4
130,15.014908134320118,0.0480964289848842,4,0.037538370117122355,2,4.73313070058682,0,0.955486644729767,0,8.035936041684344,0,1.4812080836508699,1
145,15.093232046655976,5.201951644125344,0,2.7515260160440995,0,0.5410626522040634,0,1.8948744184485165,4,7.204271378435145,1,0.378644959968355,4
7,15.223898092339553,0.6044015713489443,2,3.7570436538657503,2,1.4341174057033967,1,6.406034279198671,4,0.6505024919678135,0,5.774563954608965,0
56,15.553580264838095,0.7349276429338474,1,1.9222268927306505,3,3.307499557411216,4,2.414178592610398,1,1.5197356447866213,1,8.367138022777837,1
68,15.569619361810723,1.6682298892856267,2,5.600229436210403,1,6.225938132607876,0,3.3686367528287136,0,2.3594692488055244,1,1.8960593686730363,3
149,16.331809040921414,0.48615720089286896,2,0.6813589829030278,1,0.9940001982698963,4,6.259447240864745,4,7.083186242204164,4,2.6362875148370364,1
208,16.391410362172852,4.166131810480913,2,0.6488923792725725,1,8.092361640921936,4,3.5496482716716926,0,0.9091469992882537,0,1.287586325065888,4
194,16.44121406265353,0.8207204599654787,0,0.7462867866607539,3,0.4007649242165492,1,0.654309636753645,2,1.1164610254834884,0,9.776581175846502,0
161,16.753226254405636,2.0766208040066374,1,2.7752355390148473,2,8.965564921589792,4,1.6355863824600547,4,2.3322495971650454,1,0.09584312486020963,1
77,16.87018855035907,2.804589637574743,4,3.0648525825291593,0,2.952951869482309,1,8.633766269309099,0,0.022058369871743366,4,0.8365139604974559,4
150,16.902953134603028,0.8223257897582386,2,3.474920842551617,2,8.114828245272252,2,2.932991470407572,3,0.8816957317961851,2,3.6655368586194186,4
57,16.907688764282568,9.03716242622918,2,0.8846844032987828,3,0.24965504523430937,0,0.4453519304898208,3,3.7287245095528547,0,2.1975233610737064,4
204,17.172254065327632,3.5752319591275636,1,6.559237600477582,0,6.219211524920286,0,0.12748969586911585,0,2.641019015503332,4,1.2481249442165137,2
29,17.776641261736096,2.249924840005775,2,2.7924724595632746,1,8.125868443502561,3,2.1569193598655048,4,4.660325678725073,2,1.1828393083866189,2
92,18.154547210113012,0.5425499168738881,4,1.8272975754776208,2,1.9972000375385335,4,2.2075123139359647,1,9.49845422550807,3,2.492259043285202,3
53,18.188549863448717,5.1033220831758115,1,8.145659855241608,0,1.3628505980011845,0,2.938282183612735,3,0.16926227081727063,2,2.4932137412258157,0
123,18.433140206300436,1.9402047485403955,1,7.865573099050763,0,2.3224211257413963,0,2.569752006096998,3,4.640717437401591,0,3.381372946467195,0
131,18.44279956413283,6.185538653731758,3,5.386998361362723,0,0.955947768112571,0,1.4372265435610672,4,6.348059511677874,1,0.31439110353630895,3
74,18.622530537159662,2.2606432390911237,4,2.747061640278588,3,5.149408278075999,4,6.191079154076732,0,5.824009358432171,3,0.5597999638735871,1
8,18.827577419010638,0.5010526606855592,3,3.0474945441976136,3,5.582493101858477,4,1.701340395805417,1,5.903744454262352,4,5.874878789595513,0
69,18.919465063608545,7.3933429244073245,0,4.477195536379861,2,5.22082117771328,4,1.2964871112809107,4,2.668843587083863,2,1.6581351636980628,1
28,19.143340331828817,0.27070283647172033,1,3.618819645560123,1,6.034368723301316,1,8.068249246328755,3,0.09622597007977163,1,0.41399892662627735,4
115,19.735659082093534,1.4803068960893597,0,0.6487513695290144,1,9.787160908493,4,2.3577972626681074,0,2.7827898843049965,1,2.5903902265328185,0
151,19.74269017019262,3.4619485002203163,2,4.737311785348455,2,7.619935097893876,4,1.1481576285061195,4,2.388213377847279,2,4.352435028491087,0
5,20.091301449979714,1.803482024576148,2,0.8152530660724349,4,10.232559736201889,4,0.36935643509845306,4,0.6870464280759307,3,3.364058263429442,4
85,20.154826139591986,1.7610595347304212,4,8.52262849835436,1,2.912327567710353,4,5.666505496422275,0,1.5641133705922385,2,1.4680063327622719,4
177,20.242662371526652,8.97636051803503,2,2.821911211734159,1,0.6677059853757576,1,0.1419793159180145,4,5.692956213507713,4,0.20494715060135604,4
9,20.519373533461028,0.9854010114681984,1,0.867005790461798,0,9.079830254143994,3,3.153621746392133,4,5.29071559750205,0,1.0065822915350253,2
157,20.5214458229521,1.572626588538803,0,1.372289845195155,1,8.72228991260101,3,0.33661097558218245,4,5.221711563377269,0,3.913364436396904,4
230,20.56505557220433,0.8877779911458106,1,0.771317476670049,0,9.288499149732473,3,0.9421390177805051,1,4.00673951006317,1,4.3346798194261,1
210,20.600673287407037,1.0877562471718178,2,6.8284131184139305,2,5.509219209434132,3,0.9773512018313326,4,6.577766650866721,1,1.1044793220698352,0
15,20.73860570353261,1.0730228299394824,2,3.8056664940225797,0,3.2621387545781744,3,7.4634454314216185,2,0.23559010450742335,0,6.511304716001803,1
87,20.77090191831815,0.5526957925897023,3,5.261060280778715,2,2.7273236125136417,1,4.243013393127804,4,7.809544583585804,0,3.1954248932065923,4
107,20.940799839058524,2.2914502179779035,3,2.9794384151500033,0,5.485881196415276,2,8.094902112620048,4,3.4236533103813045,2,2.042857547515368,4
154,21.531933525207048,2.4968302279560675,4,5.6993735288993,0,6.1667512894827095,0,1.228451479995158,2,2.1860510183827273,2,6.793956710347658,3
143,22.213705554348337,3.333449276824858,2,8.313068168827533,0,2.4868422009618705,2,5.3371047093745005,0,0.9172670319750722,2,4.189605858083979,3
235,22.41084704886482,0.9330469407500814,3,0.6166766821965801,2,6.739106883206826,0,0.9156563451766644,3,9.195586101107295,1,1.5496527677371006,0
178,22.843128266863918,5.08800358338825,4,6.193062696063121,1,7.616305111354845,4,1.3677269614014165,4,3.5048986300512937,1,0.8086214083942451,0
168,22.940144965746935,1.9536406241499193,4,9.052202925048588,0,6.587581937384972,0,1.489953797823162,4,2.5028683729037766,2,0.035101515695231456,3
104,23.13500287352602,5.59601714851248,0,5.193411297601371,1,2.5245788822194086,4,2.463381971599631,1,2.2176844237014706,4,7.947528857134046,1
220,23.489476302908937,9.121716791863538,2,5.657666856833275,3,2.942711385143408,4,1.533171467192048,3,2.039414721798707,1,3.2484717748542806,4
164,23.8434666914081,0.08938152184636294,4,7.2313884271679285,2,3.741248485503114,2,7.848899392638884,2,3.7376548961794924,0,1.0897735904498091,0
63,24.37275088523381,0.45056572220804014,1,1.8585393161882813,3,10.286931516325582,1,4.573213997023593,3,1.0750152972991742,4,3.832547883325674,0
39,24.424365390423734,0.7728526912013223,4,4.906687114812216,4,1.3389460755745421,4,10.720523913745911,0,0.8112252503625825,3,2.1196265313164986,2
216,24.465411110142522,1.5738983317030204,2,6.227260196601383,0,8.290991257466189,3,0.03503375702894829,4,5.999778957591424,1,0.8929894795978868,4
184,24.54519434397625,5.440973968618842,2,0.1008855602078178,1,9.113568720582688,4,0.9022461628998073,4,1.7995935290152403,3,5.526940438206935,1
232,24.688621388513578,1.079461678222252,0,0.2580886462466214,1,6.272196824100085,1,5.095137451693205,4,9.023851720864855,1,0.4112207861430761,1
148,24.729751177397265,0.7987858224837083,1,1.5776854182932691,2,3.4211224202576016,3,10.598101495109567,0,3.9642158880391634,1,2.34787467150025,2
182,25.063243049374027,0.5012838467501552,4,9.75207946981291,0,5.421573113006044,0,4.056104488730796,4,1.8365390129772834,1,2.409731235288561,0
186,25.89349515269733,3.2860761287902847,0,5.814427696711709,2,5.626838080950392,1,0.2348103761877951,0,7.639765525576799,2,4.546718065143224,0
33,25.92635021411327,0.45438752557790707,2,9.232623352174187,1,5.693059373965381,0,1.379699745379071,4,5.882003093933307,1,1.094459902523397,1
227,26.06555950288732,0.7697305099887828,3,0.5401343169505743,1,11.842458096587514,1,2.9007471323563294,3,2.617420550330607,0,0.009425835296553942,2
2,26.9468038605405,2.765834293827119,2,1.3395241915160607,0,12.25347128038171,4,0.9910203168206593,1,0.46016772009764395,4,0.946163170159096,0
93,27.16827263778383,1.3466131616519164,0,1.2443841422290234,2,11.075697859823151,2,5.782129830046017,4,1.8664199359770919,0,0.24524496962408193,3
219,27.33684796702489,1.335969649664861,2,7.500350471511135,2,6.797437449497888,1,5.492763885597363,4,4.534744732088612,3,3.0069078692008446,4
82,27.766005723815184,0.5616230188289535,0,0.4165067106799967,1,5.404895344316117,1,2.100377186082568,4,11.279674890648053,0,2.291635320470675,4
72,27.826933084999265,1.1177269419198694,3,7.811093737721254,0,9.91712925918465,2,0.5321218431442674,3,1.8838952284439756,2,1.5866417310635512,0
48,28.20354608346585,0.18528116362863756,2,8.71975763573453,3,5.682678962444136,0,3.4065208228507657,0,7.0152312606536285,2,0.2051346340235085,1
188,28.356546383601373,0.25307735158788347,3,6.210675320445791,0,5.4606303042937725,1,1.5595917894862126,4,9.201071521935745,1,3.819975811172867,2
119,28.902132159082655,0.06448272603002891,4,2.8936933396854094,3,9.077054917732557,4,3.971099908396475,1,8.176366739980182,1,0.14014371104875067,3
27,29.49493675708898,0.1448333808459168,1,6.810390407080428,0,7.514907603862543,1,0.6306789182703696,4,8.37476425441367,2,1.8865200311491037,0
18,29.51315813345778,2.0423500581946286,1,4.882958908177998,2,11.269338854505865,3,4.3715264723116505,1,1.6070488540545256,3,0.6112441463679943,3
200,29.52884140268536,0.7966802875564198,1,2.651734547069738,0,10.23170606312026,1,5.852147097690398,4,2.9443331518013878,2,4.679970139168972,4
32,29.72246752773478,0.5238904508076132,1,3.9022263514184026,2,3.652972968891591,1,4.976356198655964,4,10.991773664635986,4,1.9762471106411823,0
25,29.770397809436787,0.7151707530975457,2,0.08173659973565783,0,0.16826930337517965,3,4.46765213464306,2,12.331491717440883,0,2.459739548579506,1
4,30.37092587660504,0.3392584738113271,1,3.443248568801959,2,1.7201451336745865,2,1.468888548105383,4,11.095359449550486,0,6.483129188797022,0
76,30.502467628065247,3.8669148880994513,2,0.25665785532413565,0,9.730391282188394,0,2.751305719341069,0,6.59116320132442,2,4.722528109987991,1
80,30.526222730725333,5.805646777888526,1,11.246696886939837,1,3.842527494712744,1,1.2629929365777315,0,2.262585632312863,2,1.2182563601414529,1
160,31.13272661027936,6.461794217972713,0,2.867204717940565,0,3.1450864867529376,0,6.584809119948034,0,8.995369953572038,4,1.628726955243451,0
163,31.97647087735835,9.432575929123232,2,8.407109822967133,2,3.377901242351596,0,0.32688645581821163,4,2.132610435322917,1,4.017554256400103,0
14,32.260225406387605,0.2106004098047265,4,4.292404466587181,0,10.738101173035734,4,5.426037669564948,0,3.9851736280426096,1,3.8028875031221503,1
156,32.60358859360195,6.8181079135997535,1,8.771183886914843,1,0.06568585415724648,1,0.627667378539897,3,8.449583835309497,2,0.6383739520081377,0
55,32.84911103902696,0.9658759018188618,0,2.540707144548783,2,1.256591287520207,4,0.56769606340265,1,9.920659716981852,1,9.454404660139375,1
60,33.23354758047813,1.141694282923055,2,3.8956013446688367,2,6.973981172447402,0,0.45674506489702793,4,8.873779677229635,3,7.438623165791611,2
78,33.90688759952759,6.3717955603444025,0,5.609855660125259,3,9.996506229876754,0,2.818627151084094,3,3.573782665969105,0,3.2748050388575933,2
190,35.13104994204899,2.6798739947383794,1,4.174979980720874,4,0.28994262077120325,4,4.569993478235787,4,12.21071849192672,3,4.012924616991995,2
174,35.2112107433557,0.6330010102071739,2,2.0670866959045906,0,12.531687936318239,4,0.23697773260381894,1,6.76975475640063,1,1.9143631661735725,4
106,35.5239287918743,13.005567568014929,2,5.63529883305682,0,2.801506558407734,3,1.1828389478066867,3,0.7580959977960049,1,1.5556141976943394,2
96,35.63844147432357,5.476917180481436,2,3.077201439226256,0,3.0568971700556524,4,2.0538217200782753,4,0.6980697477290505,3,12.66154623289188,1
95,36.16769880873032,3.8798811188601547,4,3.8483002848998566,0,6.4521735491718255,0,7.340656869943615,4,9.497288336817746,1,1.195419478508171,2
84,37.033606539846026,0.16972252791926223,0,12.919434279966941,1,0.38178529011343265,2,5.849074987212212,3,0.09893265138489937,2,4.570976427954903,0
54,38.10908058785696,2.4906635589148536,2,2.5219290895655977,1,14.056522049917195,2,2.9000176381755978,3,1.1367952772441754,2,2.9669402229798294,4
110,39.51669489868855,0.5351405638322646,0,2.4224419378691966,0,11.924464888216164,2,3.608955246785996,0,8.284976859096233,1,2.6621995844340347,1
73,39.56932611365664,0.7810660236424098,4,6.327917415308038,0,4.892378761617056,3,3.3128341594286397,4,12.31896718897599,3,3.1774456746932174,3
185,39.60130034510923,0.1928198299541677,1,1.0482273550362535,1,9.215968171701533,4,0.6235119970040799,3,12.282221043230457,1,0.5441063214011876,4
193,42.188113421856464,0.6708635548762487,2,1.4210406472515924,1,9.925294271203121,0,0.9030892704927922,3,12.291843700040886,0,0.4927554708421411,4
201,42.5163953931279,1.9546531112102414,2,7.453999123482791,0,4.515909699265876,2,1.5021572178592564,0,11.390620181965758,1,6.581751726692929,0
135,43.05515387456365,9.255416961077767,2,2.4084185833837957,0,9.568893447995752,2,7.271785891720235,1,0.7652476371491161,2,4.673275535521924,2
22,44.11648498791661,2.604433406370447,2,5.236751898728525,0,1.4727572221822651,1,0.531933295766315,0,15.096969585049962,1,0.3490108764580526,0
21,44.764511870335376,1.335780609237304,4,3.3952150208834215,0,4.798707951842717,3,6.707127262347463,2,12.997793894785119,1,4.28012571033247,2
191,47.095841244097095,0.9143937655845988,3,6.905201018692341,2,8.35732375028001,1,12.534346309606928,4,1.853353264665543,2,1.91507555926529,3
189,47.23669351241582,0.8649113198825944,4,2.985295888329329,0,6.479467209257164,3,3.423672427443293,4,14.729154123014126,1,1.762693551522645,0
169,47.26013488787559,0.7997001720365304,3,5.654431386488858,3,5.350464358311415,3,3.0362966594283947,4,12.346612852957819,3,7.788663522270554,0
51,47.47434110175311,8.170464492237706,1,2.9441960034569483,2,4.4476398894156475,2,0.43946608731391024,3,13.66998916995071,1,1.6056249719158302,0
159,47.85556986615194,1.7002311014758718,3,4.933797378658916,0,6.712911468683014,0,1.0363635532651259,3,14.142711361148685,2,3.7076626571396503,0
228,48.26565523628665,0.40147711574599754,0,0.9992935767811506,3,2.7548641728772854,1,15.441801034354292,1,2.219122139513459,1,6.1213692116216265,0
90,48.81505521030115,0.4528245733155387,1,10.193971621530965,2,11.16407379784506,2,4.168250122020588,2,6.59024081206141,2,1.8237590144026115,0
62,49.109835564515684,1.000846868353193,1,0.544842267287942,1,15.014624529022763,0,1.0884736778687127,4,7.65841987054732,1,2.8434743235062143,3
224,50.25269100341895,4.5746702342451755,2,16.372279051407293,0,0.3010720575746433,2,1.128697780241474,1,3.3109806046043673,0,0.4580625549356796,3
155,52.573288774690134,1.1552611865833171,3,4.479405622696099,0,6.837357684275805,0,8.550965041395045,4,12.882411325220957,0,2.8661899295417896,0
35,53.28691951131728,0.846354596613125,1,3.5473795402338872,1,8.719649942474465,1,6.684470609952264,4,7.091736703253005,3,11.63675759992229,1
146,54.91440516426788,5.01634424370625,2,3.1433851831589905,1,15.985532703236602,4,1.0949280209061953,4,0.48773796437365036,3,6.121097900330881,3
114,55.5261947947512,0.012048169740729975,2,6.542732864327673,1,16.076959828448288,1,2.232486908775968,1,2.822727180723575,3,4.350775381006002,2
236,55.993707881680166,14.71887119373785,4,3.848002713722069,3,8.474691531697477,3,3.3235220664535845,4,2.1674535788565237,1,4.116540135513787,3
207,57.035137102166146,1.4453921883129084,1,4.571303655934225,0,2.6111760094303538,1,8.70575347631533,0,11.00982222268972,3,10.742452131723454,3
6,57.35433506060213,6.160548786203925,2,13.290632963883185,1,4.365019327192675,3,1.3009970947011098,4,10.426354749200996,4,0.27904105859765593,0
108,59.40837515936918,3.0117178687040322,2,11.272271646040094,2,14.177497617183342,2,1.770783501070305,3,1.6898234011984528,2,3.6500797735507717,1
180,59.6473184261088,3.118904556859192,1,1.0126477300757948,0,14.851039077413919,1,1.340197265030163,2,7.816637786439969,2,7.980073484884542,0
30,59.76621801652823,3.31427909328567,0,16.375852322933813,2,8.076331621920534,0,0.675448230045582,3,2.8517084835423603,2,2.372492114766544,4
43,59.79322048883456,7.5989325351073305,4,3.939451995890506,1,3.9293052381652913,4,9.407247463242516,1,13.410722900415934,3,1.3088284955916265,2
38,60.806758914326274,4.556616956040436,4,7.122604229952219,4,10.709863474145136,4,13.17141106431992,3,1.2250005990797632,4,1.9127030238607574,1
239,61.30045861370206,0.4068607263465793,2,4.089649003141964,2,18.09492796764068,0,3.562642427803226,4,2.884561118490815,2,1.572404208170255,1
152,61.46237223137578,0.33448841296939946,0,4.547454429108192,2,17.400416356309808,3,3.5728809077001245,0,2.226682617755614,2,5.242606820206078,3
205,61.61326966262774,2.527504320050845,2,2.6846425554499778,1,11.9839834362669,1,4.296983397977385,0,13.78856910757699,2,1.9696372457177347,4
49,63.01109297337419,2.9621484425377034,1,3.2704593434144957,4,4.5923488979861045,4,11.21412643073242,1,13.820883120272555,3,4.553374561593728,1
183,64.20672819804282,5.750377047092911,3,1.4269033403101758,0,9.860619329861002,4,0.7950219213215135,4,15.756189057999393,3,2.0040241532241083,4
141,64.78178667423727,0.1903735033881091,1,13.26205957447201,0,11.69039232132274,3,0.030195929319198456,0,7.566208486687387,0,4.342644186803383,4
64,65.39125878761966,6.482780429838304,3,0.968226513134459,2,7.201281449006182,4,15.415184234100575,1,2.0835630026863328,3,7.45359334671943,1
127,65.4189510523467,1.3495477110080145,1,1.0319334456301057,0,8.80182692178319,3,4.765551134023369,4,17.01045512593305,1,0.29886834924840855,2
176,66.04090569432664,14.530571504223118,1,7.4028941403918385,4,1.1259324614604331,3,0.8830034784004255,1,2.0439111709106754,4,11.1391243977056,1
109,68.65846685154965,8.728964338883955,4,1.228002859735696,2,16.157826507701984,1,1.8223793253215987,1,5.406398708155159,3,6.373572060185154,3
171,68.98636358019539,5.958380301058817,2,5.645033574181669,0,17.05080503849872,3,6.755369981955553,4,3.0162967967283834,1,1.0423335337285238,2
167,69.99131067744185,0.11158163853750125,1,0.5702430641343863,2,1.9567611789852268,3,11.059794993011401,0,15.568903477369147,3,7.1464327719316145,1
99,71.2606747182752,0.5579221615438996,0,2.0267027996349096,3,19.863319427681517,4,4.295897367893275,0,2.145139857008232,4,2.3531742488718805,1
137,72.69525899389494,5.684428605252343,2,0.1151899508916614,3,16.961612222742417,4,3.5329404922366123,0,6.524103480776674,2,7.81688382452495,3
101,73.62578755246362,6.035344686742064,4,4.44423305005896,2,9.955657397327261,3,6.156485871036992,4,13.045650002292902,0,8.85278012537303,1
